頁數: 1, 文章ID: 2749541, 標題: 春節敬老禮金》2025全台春節禮金「發放金額、領取時間」一次看, 來源: 網新自製, 審核日期: 2025-01-17 16:59:05, 總PV: 701010, 爬取日PV: 15
頁數: 236, 文章ID: 2738684, 標題: 吳慷仁一度動怒！柴智屏新春報喜　宣布台版《藍調》正式啟動, 來源: 網新自製, 審核日期: 2025-01-03 15:50:25, 總PV: 1128, 爬取日PV: 0
頁數: 236, 文章ID: 2763989, 標題: 脫魯必看！全台唯一主祀月老廟在這　犯2禁忌「愛人飛了」, 來源: 網新自製, 審核日期: 2025-01-28 17:44:28, 總PV: 1127, 爬取日PV: 0
頁數: 236, 文章ID: 2757476, 標題: 體育署預算削減11億　洪一中痛批：12強才奪冠，怎麼砍經費？, 來源: 鏡週刊, 審核日期: 2025-01-21 20:31:57, 總PV: 1127, 爬取日PV: 0
頁數: 236, 文章ID: 2756273, 標題: 黃麟凱伏法！　檢察長慰問王爸盼好好過活, 來源: SOT, 審核日期: 2025-01-20 19:38:42, 總PV: 1126, 爬取日PV: 0
頁數: 236, 文章ID: 2736803, 標題: 全球首見！傳陸研發「軍用5G」　最多同時連結1萬機器人, 來源: 中央社, 審核日期: 2025-01-01 19:44:31, 總PV: 1126, 爬取日PV: 0
頁數: 236, 文章ID: 2737934, 標題: 胡瓜超暖！目睹Lulu槓龜大哭「自嘲安慰」　豁達反應被狂讚, 來源: 網新自製, 審核日期: 2025-01-02 19:26:02, 總PV: 1125, 爬取日PV: 0
頁數: 237, 文章ID: 2756208, 標題: 川普就職典禮狂募82億！科技巨頭全捐3千多萬「拜碼頭」, 來源: 網新自製, 審核日期: 2025-01-20 17:27:35, 總PV: 1125, 爬取日PV: 0
頁數: 237, 文章ID: 2740292, 標題: 明東北季風伴中國境外污染來襲　下週兩波霾害「全台空品拉警報」, 來源: AI WIZE, 審核日期: 2025-01-05 15:31:29, 總PV: 1124, 爬取日PV: 0
頁數: 237, 文章ID: 2759619, 標題: 離回家差一步！鈕承澤下午抵達北檢　下車依然「保持燦笑」, 來源: 網新自製, 審核日期: 2025-01-23 15:18:34, 總PV: 1124, 爬取日PV: 0
頁數: 237, 文章ID: 2733827, 標題: 過年送禮藏禁忌！「5地雷」別亂踩　這數字現身恐衰一整年, 來源: 網新自製, 審核日期: 2025-01-25 09:00:00, 總PV: 1123, 爬取日PV: 0
頁數: 237, 文章ID: 2748074, 標題: 感冒好不了「眼睛長樹枝」！她痛爆險瞎　陸醫示警：病毒侵蝕, 來源: 網新自製, 審核日期: 2025-01-13 09:49:00, 總PV: 1123, 爬取日PV: 0
頁數: 237, 文章ID: 2744533, 標題: 洛杉磯野火奧斯卡入圍延後公布　小班逃到前妻家、芭莉絲等眾明星豪宅燒慘, 來源: AI WIZE, 審核日期: 2025-01-09 12:25:11, 總PV: 1123, 爬取日PV: 0
頁數: 237, 文章ID: 2761705, 標題: 花百萬消災還欠20萬法事費　高鐵技術員沒解厄反被宮主虐死, 來源: 網新自製, 審核日期: 2025-01-25 12:21:24, 總PV: 1122, 爬取日PV: 0
頁數: 237, 文章ID: 2746866, 標題: 備戰！「111遊行」前　黃國昌赴自由廣場「驗收」, 來源: SOT, 審核日期: 2025-01-11 13:40:20, 總PV: 1121, 爬取日PV: 0
頁數: 237, 文章ID: 2747736, 標題: 鐵粉好久沒出現！大咖樂團聽聞「遺憾消息」　嘆：滿惆悵的, 來源: 網新自製, 審核日期: 2025-01-12 16:43:06, 總PV: 1121, 爬取日PV: 0
頁數: 237, 文章ID: 2747742, 標題: 學測將近！文昌廟滿桌「准考證＋供品」　紙雕孔子像超壯觀, 來源: 網新自製, 審核日期: 2025-01-12 16:53:43, 總PV: 1121, 爬取日PV: 0
頁數: 237, 文章ID: 2740961, 標題: 鏟屎官領錢了！認養貓狗可領3000元保險　請領規則一次看, 來源: 網新自製, 審核日期: 2025-01-06 12:41:26, 總PV: 1120, 爬取日PV: 0
頁數: 237, 文章ID: 2761479, 標題: 【刑事特搜】女信徒受虐致死陳屍精舍　詭祕佛學作家王薀涉重嫌, 來源: 鏡週刊, 審核日期: 2025-01-25 07:04:51, 總PV: 1120, 爬取日PV: 0
頁數: 237, 文章ID: 2747136, 標題: 蘋果執行長年收曝光　庫克2024年一口氣進帳24.7億, 來源: 網新自製, 審核日期: 2025-01-11 17:59:18, 總PV: 1119, 爬取日PV: 0
頁數: 237, 文章ID: 2752169, 標題: 田馥甄親揭2025年新計畫「是最大挑戰」　首唱大巨蛋時間曝, 來源: 網新自製, 審核日期: 2025-01-16 14:47:40, 總PV: 1119, 爬取日PV: 0
頁數: 237, 文章ID: 2752126, 標題: 吉兒罕見談拜登退選「對裴洛西失望」 還原跟川普互動原因曝, 來源: 網新自製, 審核日期: 2025-01-16 14:32:00, 總PV: 1118, 爬取日PV: 0
頁數: 237, 文章ID: 2747571, 標題: 澳網／謝淑薇挑戰女雙衛冕　第三種子首對戰「英斯組合」, 來源: AI WIZE, 審核日期: 2025-01-12 12:34:29, 總PV: 1118, 爬取日PV: 0
頁數: 237, 文章ID: 2753727, 標題: 緯創尾牙站台！湖口1千員工加班　黃仁勳：送紅包, 來源: SOT, 審核日期: 2025-01-17 19:21:21, 總PV: 1117, 爬取日PV: 0
頁數: 237, 文章ID: 2744699, 標題: 【114學測自然科】圖表題、實驗題必考！答題技巧與考古題一次看, 來源: 網新自製, 審核日期: 2025-01-09 14:55:40, 總PV: 1116, 爬取日PV: 0
頁數: 237, 文章ID: 2761989, 標題: 腐女照過來！2024年霸榜最猛BL劇出爐　台劇反攻泰國創里程碑, 來源: 網新自製, 審核日期: 2025-01-25 17:42:52, 總PV: 1115, 爬取日PV: 0
頁數: 237, 文章ID: 2764230, 標題: 學會做「合格菜」給丈夫　陳佩琪感傷：35年第一次獨過年, 來源: SOT, 審核日期: 2025-01-28 23:17:38, 總PV: 1114, 爬取日PV: 0
頁數: 237, 文章ID: 2763650, 標題: 彩券行闆娘「夢到廁所」引財運？ 同日誕生2個百萬得主, 來源: 網新自製, 審核日期: 2025-01-28 09:39:13, 總PV: 1113, 爬取日PV: 0
頁數: 237, 文章ID: 2763718, 標題: 彰化民宅惡火狠噬父子！今除夕再傳噩耗　7月女嬰搶命5天亡, 來源: 網新自製, 審核日期: 2025-01-28 11:45:37, 總PV: 1112, 爬取日PV: 0
頁數: 237, 文章ID: 2749455, 標題: 青少年淋病爆增7倍　醫憂「加劇少子化」：隱匿不就醫恐釀不孕, 來源: 網新自製, 審核日期: 2025-01-14 17:31:44, 總PV: 1112, 爬取日PV: 0
頁數: 237, 文章ID: 2754803, 標題: 農業部媒宣預算遭砍6成　養雞協會痛批：政治凌駕民生, 來源: 網新自製, 審核日期: 2025-01-19 10:01:16, 總PV: 1112, 爬取日PV: 0
頁數: 237, 文章ID: 2756046, 標題: 全台1天被騙4億！詐騙破獲率僅1％　賴清德：還有很大進步空間, 來源: 網新自製, 審核日期: 2025-01-20 15:58:00, 總PV: 1112, 爬取日PV: 1
頁數: 238, 文章ID: 2740403, 標題: 高雄內門總舖師年菜夯！　冷凍宅配、熱食自取訂單滿滿, 來源: SOT, 審核日期: 2025-01-05 17:54:31, 總PV: 1110, 爬取日PV: 0
頁數: 238, 文章ID: 2752947, 標題: 女星1結石刀割般劇痛送醫！醫示警腎恐嚴重損傷　預防4撇步曝, 來源: 健康2.0, 審核日期: 2025-01-18 02:00:59, 總PV: 1109, 爬取日PV: 0
頁數: 238, 文章ID: 2738629, 標題: 越南茶混台灣茶！高雄茶商賣飲料店獲利41萬　負責人賠錢換緩刑, 來源: 中央社, 審核日期: 2025-01-03 16:00:53, 總PV: 1108, 爬取日PV: 0
頁數: 238, 文章ID: 2746046, 標題: 洛杉磯「如遭轟炸」 史上最慘烈野火！10死上萬棟房毀, 來源: SOT, 審核日期: 2025-01-10 19:09:01, 總PV: 1106, 爬取日PV: 0
頁數: 238, 文章ID: 2748080, 標題: 天氣／苗栗1.3度創新低！這天「回暖再掉溫」　高山有望降雪, 來源: 外邀稿, 審核日期: 2025-01-13 10:03:18, 總PV: 1105, 爬取日PV: 0
頁數: 238, 文章ID: 2756660, 標題: 【網紅違法揪團】開團丟包團員、偷賣處方針劑　粉絲怒爆知名網紅違法踩紅線, 來源: 鏡週刊, 審核日期: 2025-01-21 11:38:35, 總PV: 1105, 爬取日PV: 0
頁數: 238, 文章ID: 2761465, 標題: 【透視嘉南強震2】搖晃43秒凸顯建築危機　技師籲全台5百萬30年老房速檢測, 來源: 鏡週刊, 審核日期: 2025-01-25 08:41:45, 總PV: 1105, 爬取日PV: 0
頁數: 238, 文章ID: 2758094, 標題: 陳玉珍嗆要飯！電影導演協會發聲明回擊：孫中山也討錢才革命成功, 來源: AI WIZE, 審核日期: 2025-01-22 11:34:39, 總PV: 1104, 爬取日PV: 0
頁數: 238, 文章ID: 2743104, 標題: 美調查近9百萬人！「2行業」較不易失智死亡　醫揭關鍵原因, 來源: 網新自製, 審核日期: 2025-01-08 10:16:24, 總PV: 1104, 爬取日PV: 0
頁數: 238, 文章ID: 2745528, 標題: 合歡山下雪！他衝武嶺舉牌「我朋友生日」　網刷整排祝福：年輕真好, 來源: 網新自製, 審核日期: 2025-01-10 10:07:19, 總PV: 1103, 爬取日PV: 0
頁數: 238, 文章ID: 2745797, 標題: 康凱和小27歲舊愛撕破臉！爆「4千萬豪宅租屋糾紛」　發4點聲明反擊了, 來源: 網新自製, 審核日期: 2025-01-10 12:54:20, 總PV: 1103, 爬取日PV: 0
頁數: 238, 文章ID: 2754521, 標題: 黃仁勳「兆元宴」！台積電、鴻海、廣達36巨頭齊聚, 來源: SOT, 審核日期: 2025-01-18 19:15:43, 總PV: 1103, 爬取日PV: 0
頁數: 238, 文章ID: 2743357, 標題: 洛杉磯最富區野火狂燒逾1200英畝　3萬人急撤離, 來源: SOT, 審核日期: 2025-01-08 14:13:38, 總PV: 1102, 爬取日PV: 0
頁數: 238, 文章ID: 2763184, 標題: 張哲偉年菜端「甕仔雞」展廚藝　緊黏CP陳峻廷：跟你回娘家, 來源: AI WIZE, 審核日期: 2025-01-27 13:37:47, 總PV: 1102, 爬取日PV: 0
頁數: 238, 文章ID: 2749205, 標題: 有片／花蓮2婦人開車搶快相撞　無辜騎士慘被擠壓稻田護欄, 來源: 網新自製, 審核日期: 2025-01-14 10:20:55, 總PV: 1102, 爬取日PV: 0
頁數: 238, 文章ID: 2762106, 標題: B.A.P台灣開唱太炸裂！嘴甜喊這裡是老家　永才怒了：尖叫好小聲, 來源: 網新自製, 審核日期: 2025-01-25 21:04:47, 總PV: 1100, 爬取日PV: 1
頁數: 238, 文章ID: 2749646, 標題: 屏東安泰醫院慘烈火警釀9死！違建率3300%　今強制拆除, 來源: 網新自製, 審核日期: 2025-01-14 14:36:22, 總PV: 1099, 爬取日PV: 0
頁數: 238, 文章ID: 2751051, 標題: 傳新規定「闖紅燈重罰7200」　交通部澄清：網路謠言, 來源: 網新自製, 審核日期: 2025-01-15 16:14:43, 總PV: 1097, 爬取日PV: 0
頁數: 238, 文章ID: 2751359, 標題: 新戲穿厚重太空裝！李敏鎬驚傳「烏龜頸復發」病況曝光, 來源: 中央社, 審核日期: 2025-01-15 19:54:57, 總PV: 1097, 爬取日PV: 0
頁數: 238, 文章ID: 2752910, 標題: 快訊／以色列、哈瑪斯正式簽署「停火協議」　生效日曝光, 來源: 網新自製, 審核日期: 2025-01-17 09:33:00, 總PV: 1097, 爬取日PV: 0
頁數: 238, 文章ID: 2753275, 標題: 死刑執行時機敏感　遭疑與大法官提名有關？民進黨回應了, 來源: 中央社, 審核日期: 2025-01-17 15:14:31, 總PV: 1097, 爬取日PV: 0
頁數: 238, 文章ID: 2751901, 標題: 林襄爆「代言鬧雙胞」！慘賠百萬憔悴消瘦　知情揭受害內幕, 來源: AI WIZE, 審核日期: 2025-01-16 12:12:01, 總PV: 1096, 爬取日PV: 0
頁數: 238, 文章ID: 2755055, 標題: 西班牙滑雪勝地纜車鬆脫　遊客「高空彈飛重摔」10人傷, 來源: 網新自製, 審核日期: 2025-01-19 14:35:22, 總PV: 1096, 爬取日PV: 0
頁數: 238, 文章ID: 2759753, 標題: 不孕又腹痛！女巧克力囊腫破裂引急性腹膜炎　動刀後3個月懷子, 來源: 網新自製, 審核日期: 2025-01-23 15:23:04, 總PV: 1096, 爬取日PV: 0
頁數: 238, 文章ID: 2761948, 標題: 天氣／晚上注意！東北風增強「16縣市強風特報」　留意10級陣風, 來源: 網新自製, 審核日期: 2025-01-25 16:45:23, 總PV: 1095, 爬取日PV: 0
頁數: 239, 文章ID: 2754469, 標題: 年砸7千萬維安費！直擊黃仁勳「保鑣小隊」　他神似C羅...專業站位, 來源: SOT, 審核日期: 2025-01-18 19:00:26, 總PV: 1094, 爬取日PV: 0
頁數: 239, 文章ID: 2754447, 標題: 極地寒流搞事無緣見川普　韓國瑜照計畫赴美：努力達成任務, 來源: 網新自製, 審核日期: 2025-01-18 17:11:11, 總PV: 1093, 爬取日PV: 0
頁數: 239, 文章ID: 2743086, 標題: 影音／許富凱聞邱軍撞運將肇逃　感慨發聲「衝擊很大」揭私交, 來源: 網新自製, 審核日期: 2025-01-08 09:56:08, 總PV: 1092, 爬取日PV: 0
頁數: 239, 文章ID: 2742467, 標題: 符合假釋資格還越獄！王天佑再增脫逃罪　第3次假釋恐破滅, 來源: 中央社, 審核日期: 2025-01-07 18:20:13, 總PV: 1091, 爬取日PV: 0
頁數: 239, 文章ID: 2748872, 標題: App Store抽成挨告！蘋果被控排擠對手　遭求償603億, 來源: 中央社, 審核日期: 2025-01-13 22:52:42, 總PV: 1091, 爬取日PV: 0
頁數: 239, 文章ID: 2761679, 標題: 日本3新生兒因急性肝臟衰竭夭折　體內驗出「腸病毒伊科11型」, 來源: 中央社, 審核日期: 2025-01-25 13:12:45, 總PV: 1091, 爬取日PV: 0
頁數: 239, 文章ID: 2740465, 標題: 「易斯達」飛釜山突取消　乘客苦等7hr：疑遭鳥擊, 來源: SOT, 審核日期: 2025-01-05 19:02:32, 總PV: 1091, 爬取日PV: 1
頁數: 239, 文章ID: 2736713, 標題: 頭昏目眩其實是體虛！中醫建議「快按5穴」　每天3次秒解暈, 來源: 健康2.0, 審核日期: 2025-01-01 17:37:44, 總PV: 1090, 爬取日PV: 0
頁數: 239, 文章ID: 2741560, 標題: 斷台海纜！順興39號航跡曝光　網怒：「超故意」, 來源: SOT, 審核日期: 2025-01-06 20:38:44, 總PV: 1090, 爬取日PV: 0
頁數: 239, 文章ID: 2737898, 標題: 「第3戰」羈押還是交保？　京華城案再羈押庭, 來源: SOT, 審核日期: 2025-01-02 18:41:21, 總PV: 1089, 爬取日PV: 0
頁數: 239, 文章ID: 2755502, 標題: 【鴻海重臣告郭董1】戴正吳12月底新北地院提告　一原因法官強制三方調解, 來源: 鏡週刊, 審核日期: 2025-01-20 09:37:36, 總PV: 1088, 爬取日PV: 0
頁數: 239, 文章ID: 2758379, 標題: 普欽、習近平視訊95分鐘聊到台灣　重申堅定支持一中原則, 來源: 網新自製, 審核日期: 2025-01-22 13:43:23, 總PV: 1088, 爬取日PV: 2
頁數: 239, 文章ID: 2761081, 標題: 用關稅逼俄羅斯停戰奏效？　川普：普欽很想見我, 來源: SOT, 審核日期: 2025-01-24 17:53:42, 總PV: 1088, 爬取日PV: 0
頁數: 239, 文章ID: 2757269, 標題: 總預算砍逾2千億！黃國昌喊「剩2.9兆綽綽有餘」：數學不會騙人, 來源: 網新自製, 審核日期: 2025-01-21 15:11:33, 總PV: 1087, 爬取日PV: 0
頁數: 239, 文章ID: 2743390, 標題: 麻疹疫情創5年新高！醫：尚無大流行跡象　籲民眾出門注意1事, 來源: AI WIZE, 審核日期: 2025-01-08 13:07:59, 總PV: 1087, 爬取日PV: 0
頁數: 239, 文章ID: 2749645, 標題: 批評板橋幼兒園餵藥案獲不起訴　王婉諭點名王鴻薇：惡質政治人物, 來源: 網新自製, 審核日期: 2025-01-14 14:40:44, 總PV: 1083, 爬取日PV: 0
頁數: 239, 文章ID: 2737074, 標題: 未佩戴護具！新北工人換鋼索墜落亡　負責人賠350萬換緩刑, 來源: 網新自製, 審核日期: 2025-01-02 10:08:35, 總PV: 1082, 爬取日PV: 0
頁數: 239, 文章ID: 2751789, 標題: 賴清德才揪和解咖啡！卓揆被在野大砍預算　今率首長上火線說明, 來源: 網新自製, 審核日期: 2025-01-16 10:44:49, 總PV: 1081, 爬取日PV: 0
頁數: 239, 文章ID: 2757675, 標題: 李吳兄弟認了有曖昧對象！當眾告白「在一起」　他撞臉陳傑憲帥翻, 來源: 網新自製, 審核日期: 2025-01-21 18:48:13, 總PV: 1081, 爬取日PV: 0
頁數: 239, 文章ID: 2764199, 標題: 除夕「千人宴」飯店席開百桌　打造DISCO舞廳, 來源: SOT, 審核日期: 2025-01-28 23:16:29, 總PV: 1081, 爬取日PV: 0
頁數: 239, 文章ID: 2739529, 標題: 災難等級暴風雪襲日本東北　60歲婦屋頂除雪墜落, 來源: 網新自製, 審核日期: 2025-01-04 14:03:38, 總PV: 1080, 爬取日PV: 0
頁數: 239, 文章ID: 2760480, 標題: 砍人原因曝！新北男被嗆「人品不好」還遭1打7濺血　警速逮3嫌, 來源: 網新自製, 審核日期: 2025-01-24 10:16:29, 總PV: 1080, 爬取日PV: 0
頁數: 239, 文章ID: 2739672, 標題: 四叉貓揭柯文哲不明金流1億多　小草卻緊咬「1500小沈」, 來源: AI WIZE, 審核日期: 2025-01-04 16:54:34, 總PV: 1077, 爬取日PV: 0
頁數: 239, 文章ID: 2756996, 標題: 廟宇牌樓毀、竹圍橋裂縫、神像倒　台南災情多, 來源: SOT, 審核日期: 2025-01-21 13:29:35, 總PV: 1075, 爬取日PV: 0
頁數: 239, 文章ID: 2743819, 標題: 護照被自動通關「夾破」男：無法登機　機票報銷, 來源: SOT, 審核日期: 2025-01-08 18:07:53, 總PV: 1075, 爬取日PV: 0
頁數: 240, 文章ID: 2741838, 標題: 立院三讀／救國團解套！登記旅館業「落日條款」再延5年, 來源: 網新自製, 審核日期: 2025-01-07 10:19:14, 總PV: 1074, 爬取日PV: 0
頁數: 240, 文章ID: 2749544, 標題: 「5星座男」對愛人超大方！連金牛也上榜　他用金錢維護關係, 來源: 女大, 審核日期: 2025-01-14 13:51:39, 總PV: 1074, 爬取日PV: 0
頁數: 240, 文章ID: 2762437, 標題: 電動車自撞秒起火　專家：電池恐遭「高速撞破」, 來源: SOT, 審核日期: 2025-01-26 13:19:44, 總PV: 1073, 爬取日PV: 3
頁數: 240, 文章ID: 2743780, 標題: 定調「備戰綠營大罷免」　朱立倫：以戰止戰, 來源: SOT, 審核日期: 2025-01-08 18:42:05, 總PV: 1071, 爬取日PV: 0
頁數: 240, 文章ID: 2755117, 標題: 藍委砍防疫預算　羅一鈞：只求過關「盡量罵我沒關係」, 來源: AI WIZE, 審核日期: 2025-01-19 15:31:47, 總PV: 1071, 爬取日PV: 0
頁數: 240, 文章ID: 2737148, 標題: 天氣／下午出門注意！南方雲系北移「2縣市大雨特報」　雨區看這, 來源: 網新自製, 審核日期: 2025-01-02 11:14:45, 總PV: 1071, 爬取日PV: 0
頁數: 240, 文章ID: 2747146, 標題: 黃國昌轟綠營獨裁威權　民眾黨釘孤枝遊行喊：今天就是向賴清德宣戰, 來源: 網新自製, 審核日期: 2025-01-11 18:05:59, 總PV: 1070, 爬取日PV: 0
頁數: 240, 文章ID: 2748250, 標題: 港女赴泰「做兼職」淪豬仔！贖金險再遭詐　母曝1獲救關鍵, 來源: 香港01, 審核日期: 2025-01-13 15:33:50, 總PV: 1070, 爬取日PV: 1
頁數: 240, 文章ID: 2736943, 標題: 跨年夜闖蘇澳育英國小放煙火！留滿地垃圾　跑道燒出洞, 來源: SOT, 審核日期: 2025-01-01 23:18:15, 總PV: 1069, 爬取日PV: 0
頁數: 240, 文章ID: 2763012, 標題: 卓榮泰嗆藍白「倒閣」　李彥秀：當得這麼痛苦就自己請辭, 來源: 網新自製, 審核日期: 2025-01-27 10:54:39, 總PV: 1069, 爬取日PV: 0
頁數: 240, 文章ID: 2747681, 標題: NBA／巴特勒發影片暗諷萊里！甜瓜勸收手：當心把你送去巫師, 來源: 網新自製, 審核日期: 2025-01-12 15:42:04, 總PV: 1065, 爬取日PV: 0
頁數: 240, 文章ID: 2748160, 標題: 落網了！宜蘭監獄外開槍擄人　他逃56小時躲苗栗山區遭逮, 來源: 網新自製, 審核日期: 2025-01-13 11:17:19, 總PV: 1065, 爬取日PV: 0
頁數: 240, 文章ID: 2752113, 標題: 宏碁尾牙玩瘋！Lulu穿「大片裸肌」裝嗨尬玖壹壹　唱到一半脫了, 來源: 網新自製, 審核日期: 2025-01-16 14:18:30, 總PV: 1065, 爬取日PV: 0
頁數: 240, 文章ID: 2751285, 標題: 宜蘭新年習俗「拜廟吃平安粥」　綠委親曝好吃秘訣, 來源: 網新自製, 審核日期: 2025-01-28 10:00:00, 總PV: 1064, 爬取日PV: 0
頁數: 240, 文章ID: 2746688, 標題: 民眾搶打麻疹疫苗　她曝過年群聚「這類病」更需當心, 來源: AI WIZE, 審核日期: 2025-01-11 09:28:27, 總PV: 1063, 爬取日PV: 0
頁數: 240, 文章ID: 2760017, 標題: 過年集資買彩券要注意！財政部示警「少做這件事」獎金恐變少, 來源: 食尚, 審核日期: 2025-01-23 17:39:19, 總PV: 1063, 爬取日PV: 0
頁數: 240, 文章ID: 2761121, 標題: 車裡有幼童！父偏移自撞翻車釀4傷　搜出毒品, 來源: SOT, 審核日期: 2025-01-24 19:22:10, 總PV: 1063, 爬取日PV: 0
頁數: 240, 文章ID: 2738876, 標題: 寧夏夜市攤商「邊吸菸邊搖瓦斯桶」　民眾：憂氣爆, 來源: SOT, 審核日期: 2025-01-03 18:16:16, 總PV: 1062, 爬取日PV: 13
頁數: 240, 文章ID: 2758745, 標題: 國務機要費遭凍刪可挪用其他經費？　總統府：依法無法, 來源: 網新自製, 審核日期: 2025-01-22 17:05:20, 總PV: 1061, 爬取日PV: 0
頁數: 240, 文章ID: 2739232, 標題: 沒跟著物價漲！台南廟口超佛「隱藏炸雞」　超多汁雞排只要50元, 來源: 食尚, 審核日期: 2025-01-03 22:38:53, 總PV: 1059, 爬取日PV: 0
頁數: 240, 文章ID: 2758797, 標題: 空中飛貓！寵物貓被行李員遺忘　1天內意外「紐澳三連飛」, 來源: 網新自製, 審核日期: 2025-01-22 17:31:44, 總PV: 1058, 爬取日PV: 0
頁數: 240, 文章ID: 2740918, 標題: 剴剴遭保母虐死案　兒福聯盟女社工出庭遭嗆「嚴懲失職社工」, 來源: 網新自製, 審核日期: 2025-01-06 12:36:28, 總PV: 1058, 爬取日PV: 0
頁數: 240, 文章ID: 2749292, 標題: 不聽勸就是要闖！駕駛直衝廟會炮陣　火光四射女子嚇哭, 來源: SOT, 審核日期: 2025-01-14 12:53:18, 總PV: 1058, 爬取日PV: 0
頁數: 240, 文章ID: 2752580, 標題: 砰！　內湖82歲老翁開休旅車撞18機車1轎車「2輪懸空」起飛, 來源: SOT, 審核日期: 2025-01-16 18:48:27, 總PV: 1057, 爬取日PV: 0
頁數: 240, 文章ID: 2755598, 標題: 誓言上任24小時內結束俄烏戰爭　傳川普已開始安排和普欽會談, 來源: 網新自製, 審核日期: 2025-01-20 10:39:22, 總PV: 1057, 爬取日PV: 0
頁數: 241, 文章ID: 2753312, 標題: 閻奕格出走華研！親揭好消息「已經3個月」　新年計畫全說了, 來源: 網新自製, 審核日期: 2025-01-17 14:36:56, 總PV: 1056, 爬取日PV: 0
頁數: 241, 文章ID: 2756106, 標題: 黃麟凱伏法等12年　新北檢察長慰問受害家屬「真的辛苦了」, 來源: 記者自製, 審核日期: 2025-01-20 16:34:07, 總PV: 1056, 爬取日PV: 0
頁數: 241, 文章ID: 2747322, 標題: 渣打馬拉松12日登場　北市6行政區人車管制, 來源: SOT, 審核日期: 2025-01-11 23:25:41, 總PV: 1056, 爬取日PV: 0
頁數: 241, 文章ID: 2741442, 標題: 買貓砂盆「竟多70kg藥」！ 女：怕變協助走私　淘寶否認, 來源: SOT, 審核日期: 2025-01-06 18:32:06, 總PV: 1056, 爬取日PV: 0
頁數: 241, 文章ID: 2741817, 標題: 2032年後AI可讓人停止老化？　專家樂觀估：人類可活到500歲, 來源: 網新自製, 審核日期: 2025-01-07 10:10:12, 總PV: 1056, 爬取日PV: 0
頁數: 241, 文章ID: 2738749, 標題: 2025最療癒聯名！JINS首度攜手三麗鷗推出聯名眼鏡，美樂蒂、酷洛米5大明星戴上秒變焦點, 來源: 業務行銷, 審核日期: 2025-01-06 09:00:53, 總PV: 1055, 爬取日PV: 0
頁數: 241, 文章ID: 2755936, 標題: 台新ATM也可直接領新鈔　祭3大好康加碼送萬元旅遊金, 來源: AI WIZE, 審核日期: 2025-01-20 14:28:47, 總PV: 1054, 爬取日PV: 0
頁數: 241, 文章ID: 2748282, 標題: 洛杉磯野火！當局警告居民「別用自來水」恐混入火災毒素, 來源: 網新自製, 審核日期: 2025-01-13 12:43:28, 總PV: 1054, 爬取日PV: 0
頁數: 241, 文章ID: 2736126, 標題: 丁噹跨年夜好拚！中空西裝辣曬蕾絲小可愛　新年好消息全說了, 來源: 網新自製, 審核日期: 2025-01-01 02:16:46, 總PV: 1053, 爬取日PV: 0
頁數: 241, 文章ID: 2761583, 標題: TikTok成販毒溫床　竹聯幫攻佔網路社群販毒7人落網, 來源: AI WIZE, 審核日期: 2025-01-25 10:04:48, 總PV: 1051, 爬取日PV: 0
頁數: 241, 文章ID: 2762923, 標題: 買刮刮樂前拜土地公　銀髮夫妻「用街道名選號」中百萬獎, 來源: 網新自製, 審核日期: 2025-01-27 09:27:55, 總PV: 1051, 爬取日PV: 0
頁數: 241, 文章ID: 2764252, 標題: 白宮美女發言人初登場下馬威　稱傳統媒體信任度低「歡迎新媒體採訪」, 來源: 中央社, 審核日期: 2025-01-29 09:25:54, 總PV: 1050, 爬取日PV: 0
頁數: 241, 文章ID: 2758744, 標題: 阿部瑪利亞解約爆新身分！性感細肩帶「床照流出」　寵粉計畫曝光, 來源: 網新自製, 審核日期: 2025-01-22 17:16:06, 總PV: 1050, 爬取日PV: 0
頁數: 241, 文章ID: 2752084, 標題: 陳柏霖郭雪芙同居放閃　「兩段式告白吻」根本完美男友, 來源: AI WIZE, 審核日期: 2025-01-16 13:56:23, 總PV: 1050, 爬取日PV: 0
頁數: 241, 文章ID: 2752340, 標題: 尹錫悅被捕金建希疑被拍到官邸「照常遛狗」　學位恐遭撤銷, 來源: 網新自製, 審核日期: 2025-01-16 16:37:23, 總PV: 1049, 爬取日PV: 0
頁數: 241, 文章ID: 2736688, 標題: 中市長選戰元旦過招！江啟臣和她黏盧秀燕　何欣純攻市區, 來源: 網新自製, 審核日期: 2025-01-01 17:20:44, 總PV: 1049, 爬取日PV: 0
頁數: 241, 文章ID: 2739376, 標題: 英少女靠雲霄飛車保住一命！坐完狂吐就醫　發現惡性腦瘤, 來源: 網新自製, 審核日期: 2025-01-04 10:39:35, 總PV: 1049, 爬取日PV: 0
頁數: 241, 文章ID: 2741727, 標題: 【拐綁豬仔新惡招2】瞎掰搞詐騙不能有前科　友人遭拐失蹤再現身慘留遺言, 來源: 鏡週刊, 審核日期: 2025-01-07 11:01:27, 總PV: 1048, 爬取日PV: 0
頁數: 241, 文章ID: 2749009, 標題: 小金門傳中國漁船越界撈捕！民眾直擊「距離10公尺」：都快上岸了, 來源: 網新自製, 審核日期: 2025-01-13 22:37:11, 總PV: 1048, 爬取日PV: 0
頁數: 241, 文章ID: 2758291, 標題: 牆倒、鋼筋露！餘震破70起　居民不敢回家睡, 來源: SOT, 審核日期: 2025-01-22 13:58:40, 總PV: 1047, 爬取日PV: 0
